temperature_c,humidity_pct,smoke_ppm,air_quality_ppm,mq2_volts,mq135_volts,flame_analog_volts,flame_detected,timestamp_s,episode_id,regime,regime_label,temp_rate_c_per_min,smoke_rate_ppm_per_min,heat_index_c,label,label_int
19.2,46.9,470.902,107.623,2.0968,2.1613,0.1499,0,68726.61,24,quiescent,SAFE,-3.0,307.62,18.4,SAFE,0
19.2,46.6,481.389,106.389,2.1073,2.1597,0.1499,0,68728.61,24,quiescent,SAFE,0.0,314.61,18.392,SAFE,0
19.1,47.7,479.833,106.994,2.0977,2.1645,0.1499,0,68730.61,24,quiescent,SAFE,-3.0,-46.68,18.311,SAFE,0
19.0,46.2,484.324,106.813,2.1154,2.1621,0.1499,0,68732.61,24,quiescent,SAFE,-3.0,134.73,18.162,SAFE,0
19.1,47.0,478.379,110.3,2.0985,2.175,0.1499,0,68734.61,24,quiescent,SAFE,3.0,-178.35,18.293,SAFE,0
18.8,46.3,477.142,115.148,2.1057,2.1903,0.1499,0,68736.61,24,quiescent,SAFE,-9.0,-37.11,17.944,SAFE,0
19.2,47.3,473.881,116.201,2.1001,2.1992,0.1499,0,68738.61,24,quiescent,SAFE,12.0,-97.83,18.411,SAFE,0
19.4,47.7,472.953,118.094,2.1033,2.2032,0.1499,0,68740.61,24,quiescent,SAFE,6.0,-27.84,18.641,SAFE,0
19.4,46.5,483.551,125.141,2.1122,2.225,0.1499,0,68742.61,24,quiescent,SAFE,0.0,317.94,18.61,SAFE,0
18.9,47.7,493.442,122.217,2.1202,2.2169,0.1499,0,68744.61,24,quiescent,SAFE,-15.0,296.73,18.091,SAFE,0
19.0,47.2,476.72,124.794,2.1025,2.2258,0.1499,0,68746.61,24,quiescent,SAFE,3.0,-501.66,18.188,SAFE,0
19.2,46.5,474.591,121.994,2.1049,2.2169,0.1499,0,68748.61,24,quiescent,SAFE,6.0,-63.87,18.39,SAFE,0
19.0,46.9,473.661,123.139,2.1009,2.2201,0.1499,0,68750.61,24,quiescent,SAFE,-6.0,-27.9,18.18,SAFE,0
19.0,47.6,491.512,121.019,2.117,2.2153,0.1499,0,68752.61,24,quiescent,SAFE,0.0,535.53,18.198,SAFE,0
19.1,46.5,494.165,120.48,2.1194,2.2121,0.1499,0,68754.61,24,quiescent,SAFE,3.0,79.59,18.28,SAFE,0
18.9,47.3,487.959,119.548,2.1154,2.2089,0.1499,0,68756.61,24,quiescent,SAFE,-6.0,-186.18,18.081,SAFE,0
19.4,46.5,499.759,117.665,2.1267,2.2,0.1499,0,68758.61,24,quiescent,SAFE,15.0,354.0,18.61,SAFE,0
19.2,46.3,506.784,113.086,2.1339,2.1911,0.1499,0,68760.61,24,quiescent,SAFE,-6.0,210.75,18.385,SAFE,0
18.9,48.2,516.804,116.63,2.1396,2.1992,0.1499,0,68762.61,24,quiescent,SAFE,-9.0,300.6,18.104,SAFE,0
19.3,47.9,514.818,116.336,2.1484,2.2081,0.1499,0,68764.61,24,quiescent,SAFE,12.0,-59.58,18.536,SAFE,0
18.9,48.9,503.462,122.189,2.1323,2.2201,0.1499,0,68766.61,24,quiescent,SAFE,-12.0,-340.68,18.122,SAFE,0
19.2,47.0,506.826,123.154,2.1347,2.2242,0.1499,0,68768.61,24,quiescent,SAFE,9.0,100.92,18.403,SAFE,0
19.1,46.5,544.749,123.153,2.1782,2.2234,0.1499,0,68770.61,24,quiescent,SAFE,-3.0,1137.69,18.28,SAFE,0
19.0,48.1,539.37,129.045,2.1678,2.2379,0.1499,0,68772.61,24,quiescent,SAFE,-3.0,-161.37,18.211,SAFE,0
19.1,46.6,538.017,132.718,2.1653,2.2492,0.1499,0,68774.61,24,quiescent,SAFE,3.0,-40.59,18.282,SAFE,0
19.0,45.9,539.173,133.341,2.1662,2.2532,0.1499,0,68776.61,24,quiescent,SAFE,-3.0,34.68,18.154,SAFE,0
18.9,46.8,531.672,132.847,2.1516,2.2508,0.1499,0,68778.61,24,quiescent,SAFE,-3.0,-225.03,18.068,SAFE,0
19.1,47.6,542.079,129.336,2.1726,2.2379,0.1499,0,68780.61,24,quiescent,SAFE,6.0,312.21,18.308,SAFE,0
19.4,48.0,540.134,129.077,2.1702,2.25,0.1499,0,68782.61,24,quiescent,SAFE,9.0,-58.35,18.649,SAFE,0
19.3,46.5,543.107,124.18,2.1686,2.2226,0.1499,0,68784.61,24,quiescent,SAFE,-3.0,89.19,18.5,SAFE,0
19.0,47.1,543.087,123.469,2.1782,2.2298,0.1499,0,68786.61,24,quiescent,SAFE,-9.0,-0.6,18.185,SAFE,0
18.9,47.0,533.796,127.466,2.1645,2.233,0.1499,0,68788.61,24,quiescent,SAFE,-3.0,-278.73,18.073,SAFE,0
19.2,47.7,524.962,128.499,2.1573,2.2419,0.1499,0,68790.61,24,quiescent,SAFE,9.0,-265.02,18.421,SAFE,0
19.0,46.0,525.916,127.279,2.1589,2.2363,0.1499,0,68792.61,24,quiescent,SAFE,-6.0,28.62,18.157,SAFE,0
19.0,46.9,522.348,126.572,2.1565,2.233,0.1499,0,68794.61,24,quiescent,SAFE,0.0,-107.04,18.18,SAFE,0
19.3,47.5,526.389,125.532,2.1581,2.2201,0.1499,0,68796.61,24,quiescent,SAFE,9.0,121.23,18.526,SAFE,0
19.2,46.9,524.638,120.602,2.1549,2.2137,0.1499,0,68798.61,24,quiescent,SAFE,-3.0,-52.53,18.4,SAFE,0
19.1,46.0,537.422,118.648,2.1718,2.2081,0.1499,0,68800.61,24,quiescent,SAFE,-3.0,383.52,18.267,SAFE,0
19.3,46.9,537.263,118.933,2.1702,2.2129,0.1499,0,68802.61,24,quiescent,SAFE,6.0,-4.77,18.51,SAFE,0
18.9,46.9,532.414,121.008,2.1629,2.2145,0.1499,0,68804.61,24,quiescent,SAFE,-12.0,-145.47,18.07,SAFE,0
19.0,47.1,580.752,122.072,2.2097,2.2201,0.1499,0,68806.61,24,quiescent,SAFE,3.0,1450.14,18.185,SAFE,0
19.2,47.0,574.25,116.602,2.1984,2.2,0.1499,0,68808.61,25,steam,SAFE,0.0,0.0,18.403,SAFE,0
19.5,52.3,557.986,122.403,2.1944,2.2266,0.1499,0,68810.61,25,steam,SAFE,9.0,-487.92,18.871,SAFE,0
19.9,55.9,566.778,124.358,2.196,2.2226,0.1499,0,68812.61,25,steam,SAFE,12.0,263.76,19.405,SAFE,0
20.1,56.2,561.093,122.116,2.1919,2.2177,0.1499,0,68814.61,25,steam,SAFE,6.0,-170.55,19.633,SAFE,0
20.2,59.8,572.534,119.346,2.1968,2.2097,0.1499,0,68816.61,25,steam,SAFE,3.0,343.23,19.837,SAFE,0
20.4,61.4,582.796,122.742,2.204,2.2193,0.1499,0,68818.61,25,steam,SAFE,6.0,307.86,20.099,SAFE,0
20.6,63.5,590.02,133.523,2.2169,2.2492,0.1499,0,68820.61,25,steam,SAFE,6.0,216.72,20.374,SAFE,0
20.7,64.9,590.203,139.96,2.2089,2.2701,0.1499,0,68822.61,25,steam,SAFE,3.0,5.49,20.52,SAFE,0
20.7,66.3,578.764,144.313,2.2081,2.2895,0.1499,0,68824.61,25,steam,SAFE,0.0,-343.17,20.557,SAFE,0
20.9,68.3,570.769,145.246,2.1976,2.2854,0.1499,0,68826.61,25,steam,SAFE,6.0,-239.85,20.829,SAFE,0
21.4,70.6,566.908,145.795,2.1968,2.2911,0.1499,0,68828.61,25,steam,SAFE,15.0,-115.83,21.439,SAFE,0
21.0,69.9,575.128,145.227,2.2064,2.2846,0.1499,0,68830.61,25,steam,SAFE,-12.0,246.6,20.981,SAFE,0
21.1,71.5,576.223,145.339,2.1992,2.2806,0.1499,0,68832.61,25,steam,SAFE,3.0,32.85,21.133,SAFE,0
21.0,72.6,593.412,153.648,2.2121,2.3048,0.1499,0,68834.61,25,steam,SAFE,-3.0,515.67,21.051,SAFE,0
21.3,74.7,591.351,162.663,2.2129,2.3289,0.1499,0,68836.61,25,steam,SAFE,9.0,-61.83,21.436,SAFE,0
21.7,74.1,585.313,163.079,2.2105,2.3209,0.1499,0,68838.61,25,steam,SAFE,12.0,-181.14,21.86,SAFE,0
21.6,76.7,587.548,157.057,2.204,2.308,0.1499,0,68840.61,25,steam,SAFE,-3.0,67.05,21.818,SAFE,0
21.8,76.3,572.3,158.591,2.2,2.3177,0.1499,0,68842.61,25,steam,SAFE,6.0,-457.44,22.028,SAFE,0
21.6,77.2,600.689,153.835,2.2258,2.3023,0.1499,0,68844.61,25,steam,SAFE,-6.0,851.67,21.831,SAFE,0
22.0,78.9,585.597,153.388,2.2056,2.3015,0.1499,0,68846.61,25,steam,SAFE,12.0,-452.76,22.316,SAFE,0
21.8,78.8,604.105,158.789,2.2226,2.3136,0.1499,0,68848.61,25,steam,SAFE,-6.0,555.24,22.093,SAFE,0
21.8,79.6,597.293,158.996,2.2258,2.3128,0.1499,0,68850.61,25,steam,SAFE,0.0,-204.36,22.114,SAFE,0
22.0,79.8,615.815,160.886,2.2411,2.3297,0.1499,0,68852.61,25,steam,SAFE,6.0,555.66,22.339,SAFE,0
22.2,81.1,612.002,159.686,2.233,2.3072,0.1499,0,68854.61,25,steam,SAFE,6.0,-114.39,22.593,SAFE,0
22.4,82.7,612.992,164.356,2.233,2.3314,0.1499,0,68856.61,25,steam,SAFE,6.0,29.7,22.855,SAFE,0
22.1,83.4,612.894,162.097,2.2185,2.3201,0.1499,0,68858.61,25,steam,SAFE,-9.0,-2.94,22.543,SAFE,0
22.0,83.2,590.319,162.986,2.2193,2.3338,0.1499,0,68860.61,25,steam,SAFE,-3.0,-677.25,22.428,SAFE,0
21.9,84.0,591.239,164.075,2.2105,2.3201,0.1499,0,68862.61,25,steam,SAFE,-3.0,27.6,22.339,SAFE,0
22.5,84.3,616.997,163.986,2.2363,2.3257,0.1499,0,68864.61,25,steam,SAFE,18.0,772.74,23.007,SAFE,0
22.2,85.2,604.66,164.448,2.2226,2.333,0.1499,0,68866.61,25,steam,SAFE,-9.0,-370.11,22.7,SAFE,0
22.4,85.7,609.581,166.581,2.2298,2.3322,0.1499,0,68868.61,25,steam,SAFE,6.0,147.63,22.933,SAFE,0
22.2,86.8,616.385,162.429,2.2355,2.3201,0.1499,0,68870.61,25,steam,SAFE,-6.0,204.12,22.742,SAFE,0
21.9,85.3,653.787,168.902,2.2596,2.3394,0.1499,0,68872.61,25,steam,SAFE,-9.0,1122.06,22.373,SAFE,0
22.7,86.5,652.665,169.616,2.2508,2.3314,0.1499,0,68874.61,25,steam,SAFE,24.0,-33.66,23.284,SAFE,0
22.4,88.0,655.078,168.882,2.2612,2.3418,0.1499,0,68876.61,25,steam,SAFE,-9.0,72.39,22.993,SAFE,0
22.4,86.5,659.668,170.643,2.2693,2.3394,0.1499,0,68878.61,25,steam,SAFE,0.0,137.7,22.954,SAFE,0
22.5,86.3,660.296,168.257,2.2669,2.3386,0.1499,0,68880.61,25,steam,SAFE,3.0,18.84,23.059,SAFE,0
22.2,87.2,668.988,172.906,2.2701,2.3451,0.1499,0,68882.61,25,steam,SAFE,-9.0,260.76,22.752,SAFE,0
22.5,87.7,676.572,172.854,2.2741,2.3434,0.1499,0,68884.61,25,steam,SAFE,9.0,227.52,23.096,SAFE,0
22.8,89.5,643.925,172.162,2.2508,2.341,0.1499,0,68886.61,25,steam,SAFE,9.0,-979.41,23.473,SAFE,0
22.4,87.9,646.282,169.705,2.2532,2.341,0.1499,0,68888.61,25,steam,SAFE,-12.0,70.71,22.991,SAFE,0
22.3,88.2,647.094,169.402,2.2556,2.341,0.1499,0,68890.61,25,steam,SAFE,-3.0,24.36,22.889,SAFE,0
22.8,88.1,653.209,175.836,2.2604,2.3434,0.1499,0,68892.61,25,steam,SAFE,15.0,183.45,23.436,SAFE,0
22.4,87.1,635.301,171.122,2.2451,2.3459,0.1499,0,68894.61,25,steam,SAFE,-12.0,-537.24,22.97,SAFE,0
22.6,89.1,652.79,172.873,2.2629,2.341,0.1499,0,68896.61,25,steam,SAFE,6.0,524.67,23.242,SAFE,0
22.7,88.5,660.105,178.207,2.2637,2.3563,0.1499,0,68898.61,25,steam,SAFE,3.0,219.45,23.336,SAFE,0
22.4,87.7,680.65,177.451,2.2822,2.3579,0.1499,0,68900.61,25,steam,SAFE,-9.0,616.35,22.985,SAFE,0
22.5,87.4,661.696,185.693,2.2564,2.3676,0.1499,0,68902.61,25,steam,SAFE,3.0,-568.62,23.088,SAFE,0
22.7,87.0,671.763,182.932,2.2774,2.3716,0.1499,0,68904.61,25,steam,SAFE,6.0,302.01,23.297,SAFE,0
22.5,87.2,669.619,177.103,2.2749,2.3515,0.1499,0,68906.61,25,steam,SAFE,-6.0,-64.32,23.082,SAFE,0
22.6,88.1,678.761,183.552,2.2693,2.366,0.1499,0,68908.61,25,steam,SAFE,3.0,274.26,23.216,SAFE,0
22.7,87.6,681.996,183.068,2.2878,2.3604,0.1499,0,68910.61,25,steam,SAFE,3.0,97.05,23.313,SAFE,0
22.5,86.7,697.569,178.592,2.2878,2.3596,0.1499,0,68912.61,25,steam,SAFE,-6.0,467.19,23.069,SAFE,0
22.2,86.4,673.017,180.054,2.2693,2.3579,0.1499,0,68914.61,25,steam,SAFE,-9.0,-736.56,22.732,SAFE,0
22.2,86.2,676.013,177.184,2.279,2.3628,0.1499,0,68916.61,25,steam,SAFE,0.0,89.88,22.726,SAFE,0
22.6,85.1,704.74,185.325,2.2975,2.3716,0.1499,0,68918.61,25,steam,SAFE,12.0,861.81,23.138,SAFE,0
22.0,84.7,714.816,177.831,2.2991,2.3547,0.1499,0,68920.61,25,steam,SAFE,-18.0,302.28,22.467,SAFE,0
22.4,84.3,742.524,181.122,2.3217,2.3612,0.1499,0,68922.61,25,steam,SAFE,12.0,831.24,22.897,SAFE,0
22.3,83.1,713.144,185.744,2.304,2.3757,0.1499,0,68924.61,25,steam,SAFE,-3.0,-881.4,22.755,SAFE,0
22.3,84.2,696.629,186.869,2.2862,2.3725,0.1499,0,68926.61,25,steam,SAFE,0.0,-495.45,22.784,SAFE,0
22.1,84.1,669.321,183.215,2.2717,2.37,0.1499,0,68928.61,25,steam,SAFE,-6.0,-819.24,22.562,SAFE,0
22.2,83.5,665.923,181.577,2.2782,2.3668,0.1499,0,68930.61,25,steam,SAFE,3.0,-101.94,22.656,SAFE,0
22.0,81.2,682.286,177.964,2.2822,2.3579,0.1499,0,68932.61,25,steam,SAFE,-6.0,490.89,22.376,SAFE,0
22.1,81.5,681.906,166.175,2.2822,2.3378,0.1499,0,68934.61,25,steam,SAFE,3.0,-11.4,22.494,SAFE,0
22.0,81.1,654.999,168.453,2.2588,2.3322,0.1499,0,68936.61,25,steam,SAFE,-3.0,-807.21,22.373,SAFE,0
21.6,79.7,651.841,166.555,2.2596,2.3362,0.1499,0,68938.61,25,steam,SAFE,-12.0,-94.74,21.897,SAFE,0
21.8,79.5,644.445,160.575,2.2612,2.3249,0.1499,0,68940.61,25,steam,SAFE,6.0,-221.88,22.111,SAFE,0
21.7,78.3,696.33,150.294,2.2935,2.2975,0.1499,0,68942.61,25,steam,SAFE,-3.0,1556.55,21.97,SAFE,0
21.9,76.0,723.831,154.613,2.308,2.3015,0.1499,0,68944.61,25,steam,SAFE,6.0,825.03,22.13,SAFE,0
21.4,75.6,748.29,156.005,2.3233,2.3056,0.1499,0,68946.61,25,steam,SAFE,-15.0,733.77,21.57,SAFE,0
21.6,75.2,733.806,156.111,2.3144,2.3128,0.1499,0,68948.61,25,steam,SAFE,6.0,-434.52,21.779,SAFE,0
21.5,74.3,729.008,154.818,2.3007,2.312,0.1499,0,68950.61,25,steam,SAFE,-3.0,-143.94,21.646,SAFE,0
21.2,73.1,725.614,149.952,2.3136,2.2846,0.1499,0,68952.61,25,steam,SAFE,-9.0,-101.82,21.284,SAFE,0
21.3,71.3,723.285,145.336,2.3032,2.2806,0.1499,0,68954.61,25,steam,SAFE,3.0,-69.87,21.347,SAFE,0
21.0,69.8,717.651,140.313,2.3032,2.2741,0.1499,0,68956.61,25,steam,SAFE,-9.0,-169.02,20.978,SAFE,0
21.0,69.2,736.903,140.99,2.3152,2.2717,0.1499,0,68958.61,25,steam,SAFE,0.0,577.56,20.962,SAFE,0
20.9,67.5,749.471,139.22,2.3265,2.2629,0.1499,0,68960.61,25,steam,SAFE,-3.0,377.04,20.808,SAFE,0
21.0,66.6,719.33,137.862,2.2967,2.2677,0.1499,0,68962.61,25,steam,SAFE,3.0,-904.23,20.895,SAFE,0
20.8,64.4,704.479,140.372,2.3032,2.2709,0.1499,0,68964.61,25,steam,SAFE,-6.0,-445.53,20.617,SAFE,0
20.5,64.1,713.87,137.699,2.304,2.2621,0.1499,0,68966.61,25,steam,SAFE,-9.0,281.73,20.279,SAFE,0
20.3,61.6,677.417,136.233,2.2774,2.2629,0.1499,0,68968.61,25,steam,SAFE,-6.0,-1093.59,19.994,SAFE,0
20.2,60.1,662.503,135.758,2.2677,2.2564,0.1499,0,68970.61,25,steam,SAFE,-3.0,-447.42,19.845,SAFE,0
20.1,58.2,652.626,134.295,2.2572,2.2508,0.1499,0,68972.61,25,steam,SAFE,-3.0,-296.31,19.685,SAFE,0
19.6,56.0,662.686,131.193,2.2685,2.2508,0.1499,0,68974.61,25,steam,SAFE,-15.0,301.8,19.078,SAFE,0
19.7,52.9,651.976,126.521,2.2588,2.2363,0.1499,0,68976.61,25,steam,SAFE,3.0,-321.3,19.107,SAFE,0
19.2,47.5,641.094,120.904,2.2548,2.2113,0.1499,0,68978.61,25,steam,SAFE,-15.0,-326.46,18.416,SAFE,0
19.3,53.0,574.25,116.602,2.204,2.2016,0.1499,0,68980.61,26,occupancy,SAFE,0.0,0.0,18.669,SAFE,0
19.4,52.4,587.681,118.458,2.2169,2.2056,0.1499,0,68982.61,26,occupancy,SAFE,3.0,402.93,18.764,SAFE,0
19.6,54.0,603.384,119.926,2.2234,2.2097,0.1499,0,68984.61,26,occupancy,SAFE,6.0,471.09,19.026,SAFE,0
19.8,52.4,583.845,123.969,2.2064,2.2234,0.1499,0,68986.61,26,occupancy,SAFE,6.0,-586.17,19.204,SAFE,0
19.4,52.5,605.173,128.118,2.2201,2.2298,0.1499,0,68988.61,26,occupancy,SAFE,-12.0,639.84,18.766,SAFE,0
19.6,52.3,599.313,129.1,2.2274,2.2435,0.1499,0,68990.61,26,occupancy,SAFE,6.0,-175.8,18.981,SAFE,0
19.4,52.0,588.442,131.711,2.2129,2.2459,0.1499,0,68992.61,26,occupancy,SAFE,-6.0,-326.13,18.753,SAFE,0
19.5,51.8,581.597,133.602,2.2081,2.2508,0.1499,0,68994.61,26,occupancy,SAFE,3.0,-205.35,18.858,SAFE,0
19.4,52.8,598.366,139.834,2.221,2.2701,0.1499,0,68996.61,26,occupancy,SAFE,-3.0,503.07,18.774,SAFE,0
19.5,52.7,617.843,140.506,2.2379,2.2741,0.1499,0,68998.61,26,occupancy,SAFE,3.0,584.31,18.882,SAFE,0
19.6,52.0,629.012,134.1,2.2419,2.2556,0.1499,0,69000.61,26,occupancy,SAFE,3.0,335.07,18.973,SAFE,0
19.5,52.0,621.225,140.88,2.2306,2.2653,0.1499,0,69002.61,26,occupancy,SAFE,-3.0,-233.61,18.863,SAFE,0
19.7,53.5,630.522,137.844,2.2459,2.2572,0.1499,0,69004.61,26,occupancy,SAFE,6.0,278.91,19.122,SAFE,0
19.1,51.9,615.819,134.88,2.2484,2.2564,0.1499,0,69006.61,26,occupancy,SAFE,-18.0,-441.09,18.421,SAFE,0
19.3,52.0,626.187,132.171,2.2451,2.2492,0.1499,0,69008.61,26,occupancy,SAFE,6.0,311.04,18.643,SAFE,0
19.4,53.0,617.699,126.652,2.2435,2.225,0.1499,0,69010.61,26,occupancy,SAFE,3.0,-254.64,18.779,SAFE,0
19.4,52.9,632.222,127.934,2.2492,2.2306,0.1499,0,69012.61,26,occupancy,SAFE,0.0,435.69,18.777,SAFE,0
19.2,52.4,621.12,129.665,2.2395,2.2435,0.1499,0,69014.61,26,occupancy,SAFE,-6.0,-333.06,18.544,SAFE,0
19.5,52.8,647.566,129.942,2.2629,2.2443,0.1499,0,69016.61,26,occupancy,SAFE,9.0,793.38,18.884,SAFE,0
19.6,53.8,648.116,132.334,2.2564,2.2443,0.1499,0,69018.61,26,occupancy,SAFE,3.0,16.5,19.02,SAFE,0
19.4,52.7,672.493,132.87,2.2749,2.25,0.1499,0,69020.61,26,occupancy,SAFE,-6.0,731.31,18.772,SAFE,0
19.7,53.5,676.616,137.027,2.2782,2.2621,0.1499,0,69022.61,26,occupancy,SAFE,9.0,123.69,19.122,SAFE,0
19.2,51.2,698.694,134.668,2.2951,2.2604,0.1499,0,69024.61,26,occupancy,SAFE,-15.0,662.34,18.512,SAFE,0
19.2,53.0,665.36,131.242,2.2717,2.2492,0.1499,0,69026.61,26,occupancy,SAFE,0.0,-1000.02,18.559,SAFE,0
19.8,52.1,674.799,132.815,2.2806,2.2564,0.1499,0,69028.61,26,occupancy,SAFE,18.0,283.17,19.196,SAFE,0
19.4,51.6,683.385,129.912,2.283,2.2395,0.1499,0,69030.61,26,occupancy,SAFE,-12.0,257.58,18.743,SAFE,0
19.2,52.4,687.794,130.886,2.2878,2.2435,0.1499,0,69032.61,26,occupancy,SAFE,-6.0,132.27,18.544,SAFE,0
19.6,51.7,687.58,131.317,2.2846,2.2435,0.1499,0,69034.61,26,occupancy,SAFE,12.0,-6.42,18.966,SAFE,0
19.6,52.5,699.611,130.768,2.2935,2.2443,0.1499,0,69036.61,26,occupancy,SAFE,0.0,360.93,18.986,SAFE,0
19.5,53.6,685.652,133.446,2.2862,2.25,0.1499,0,69038.61,26,occupancy,SAFE,-3.0,-418.77,18.905,SAFE,0
19.7,52.9,680.906,136.364,2.2878,2.2604,0.1499,0,69040.61,26,occupancy,SAFE,6.0,-142.38,19.107,SAFE,0
19.4,52.5,688.001,140.696,2.2814,2.279,0.1499,0,69042.61,26,occupancy,SAFE,-9.0,212.85,18.766,SAFE,0
19.5,51.9,673.105,141.096,2.2725,2.2701,0.1499,0,69044.61,26,occupancy,SAFE,3.0,-446.88,18.861,SAFE,0
19.4,52.8,680.935,143.871,2.2814,2.2725,0.1499,0,69046.61,26,occupancy,SAFE,-3.0,234.9,18.774,SAFE,0
19.5,53.7,707.963,144.39,2.304,2.2814,0.1499,0,69048.61,26,occupancy,SAFE,3.0,810.84,18.908,SAFE,0
19.5,52.8,705.358,142.23,2.3007,2.2741,0.1499,0,69050.61,26,occupancy,SAFE,0.0,-78.15,18.884,SAFE,0
19.4,52.2,699.197,145.326,2.2903,2.283,0.1499,0,69052.61,26,occupancy,SAFE,-3.0,-184.83,18.759,SAFE,0
19.6,52.1,681.62,142.212,2.283,2.2758,0.1499,0,69054.61,26,occupancy,SAFE,6.0,-527.31,18.976,SAFE,0
19.5,53.0,694.54,144.118,2.2943,2.283,0.1499,0,69056.61,26,occupancy,SAFE,-3.0,387.6,18.889,SAFE,0
19.6,52.1,706.302,147.869,2.2999,2.279,0.1499,0,69058.61,26,occupancy,SAFE,3.0,352.86,18.976,SAFE,0
19.3,51.4,708.083,143.469,2.2935,2.2846,0.1499,0,69060.61,26,occupancy,SAFE,-9.0,53.43,18.628,SAFE,0
19.2,54.0,699.738,148.659,2.2959,2.2903,0.1499,0,69062.61,26,occupancy,SAFE,-3.0,-250.35,18.586,SAFE,0
19.2,52.6,722.244,152.212,2.304,2.3007,0.1499,0,69064.61,26,occupancy,SAFE,0.0,675.18,18.549,SAFE,0
19.4,52.1,713.584,153.093,2.304,2.3096,0.1499,0,69066.61,26,occupancy,SAFE,6.0,-259.8,18.756,SAFE,0
19.3,53.2,691.244,154.505,2.2919,2.3112,0.1499,0,69068.61,26,occupancy,SAFE,-3.0,-670.2,18.675,SAFE,0
19.1,53.5,679.5,151.244,2.2749,2.3023,0.1499,0,69070.61,26,occupancy,SAFE,-6.0,-352.32,18.463,SAFE,0
19.8,53.5,672.107,150.77,2.2806,2.2975,0.1499,0,69072.61,26,occupancy,SAFE,21.0,-221.79,19.232,SAFE,0
19.4,52.3,649.299,145.451,2.2564,2.2878,0.1499,0,69074.61,26,occupancy,SAFE,-12.0,-684.24,18.761,SAFE,0
19.1,47.0,574.25,116.602,2.2008,2.1976,0.1499,0,69076.61,27,flaming,SAFE,0.0,0.0,18.293,SAFE,0
19.4,46.9,563.833,117.692,2.1895,2.2024,0.1499,0,69078.61,27,flaming,SAFE,9.0,-312.51,18.62,SAFE,0
19.4,47.3,563.175,117.056,2.1927,2.1976,0.1499,0,69080.61,27,flaming,SAFE,0.0,-19.74,18.631,SAFE,0
19.7,46.0,571.95,117.33,2.196,2.2056,0.1499,0,69082.61,27,flaming,SAFE,9.0,263.25,18.927,SAFE,0
19.7,46.7,566.931,115.239,2.1936,2.1936,0.1499,0,69084.61,27,flaming,SAFE,0.0,-150.57,18.945,SAFE,0
19.5,46.4,562.884,111.476,2.1855,2.1847,0.1499,0,69086.61,27,flaming,SAFE,-6.0,-121.41,18.717,SAFE,0
19.8,45.5,569.691,112.453,2.1936,2.1863,0.1499,0,69088.61,27,flaming,SAFE,9.0,204.21,19.024,SAFE,0
20.1,45.9,571.165,112.421,2.1968,2.1831,0.1499,0,69090.61,27,flaming,SAFE,9.0,44.22,19.364,SAFE,0
19.8,47.1,557.826,112.801,2.1871,2.1911,0.1499,0,69092.61,27,flaming,SAFE,-9.0,-400.17,19.065,SAFE,0
20.2,46.3,569.212,112.111,2.1992,2.1807,0.1499,0,69094.61,27,flaming,SAFE,12.0,341.58,19.485,SAFE,0
20.0,46.1,576.515,112.85,2.2081,2.1936,0.1499,0,69096.61,27,flaming,SAFE,-6.0,219.09,19.259,SAFE,0
20.5,46.5,598.563,114.234,2.2161,2.1936,0.1499,0,69098.61,27,flaming,SAFE,15.0,661.44,19.82,SAFE,0
20.6,47.3,608.015,113.418,2.2306,2.1944,0.1499,0,69100.61,27,flaming,SAFE,3.0,283.56,19.951,SAFE,0
20.7,46.0,614.856,118.687,2.2282,2.2105,0.1499,0,69102.61,27,flaming,SAFE,3.0,205.23,20.027,SAFE,0
20.6,46.4,584.142,119.6,2.2161,2.2169,0.1499,0,69104.61,27,flaming,SAFE,-3.0,-921.42,19.927,SAFE,0
20.8,46.9,580.063,118.715,2.2137,2.2185,0.1499,0,69106.61,27,flaming,SAFE,6.0,-122.37,20.16,SAFE,0
20.9,46.8,570.942,121.06,2.1984,2.2097,0.1499,0,69108.61,27,flaming,SAFE,3.0,-273.63,20.268,SAFE,0
21.0,45.6,582.001,122.641,2.2081,2.2185,0.1499,0,69110.61,27,flaming,SAFE,3.0,331.77,20.346,SAFE,0
21.3,47.0,565.721,123.64,2.1968,2.2266,0.1499,0,69112.61,27,flaming,SAFE,9.0,-488.4,20.713,SAFE,0
21.6,46.3,553.395,121.604,2.1847,2.2129,0.1499,0,69114.61,27,flaming,SAFE,9.0,-369.78,21.024,SAFE,0
21.7,46.2,573.613,122.536,2.1976,2.2161,0.1499,0,69116.61,27,flaming,SAFE,3.0,606.54,21.132,SAFE,0
21.9,47.2,567.273,124.889,2.1968,2.2185,0.1499,0,69118.61,27,flaming,SAFE,6.0,-190.2,21.378,SAFE,0
22.3,45.8,587.756,125.016,2.2113,2.2306,0.1499,0,69120.61,27,flaming,SAFE,12.0,614.49,21.781,SAFE,0
22.3,45.0,592.103,122.594,2.2105,2.2169,0.1499,0,69122.61,27,flaming,SAFE,0.0,130.41,21.761,SAFE,0
22.4,45.0,586.698,128.464,2.2081,2.2363,0.1499,0,69124.61,27,flaming,SAFE,3.0,-162.15,21.871,SAFE,0
22.7,45.9,586.634,125.215,2.2016,2.2298,0.1499,0,69126.61,27,flaming,SAFE,9.0,-1.92,22.224,SAFE,0
